mean,std,var,min,max,range,median,skewness,kurtosis,rms,zero_crossings,set,description
8.916524286062973,64.9889186237715,4223.559543887193,-272.0,189.0,461.0,10.0,-0.193802023192496,0.16502297702280666,65.5977434766711,484,O,Healthy (Eyes Closed)
-4.037588479375152,56.41955142160497,3183.1657826151272,-211.0,194.0,405.0,-5.0,-0.06371037463343007,0.3162723284042581,56.56383918497674,537,O,Healthy (Eyes Closed)
56.79448376861118,51.87498574262646,2691.0141457976983,-119.0,330.0,449.0,56.0,0.2576425151578528,0.7910786618558303,76.91961734395679,310,O,Healthy (Eyes Closed)
-19.586038564803516,85.33883408352348,7282.7166027351495,-289.0,287.0,576.0,-19.0,0.11005849496816567,0.1551852933145601,87.55757825223994,351,O,Healthy (Eyes Closed)
9.422016109348304,50.615907179380244,2561.9700595916365,-196.0,159.0,355.0,9.0,-0.14098090953076667,0.3328523430803405,51.485380907170686,472,O,Healthy (Eyes Closed)
11.175738345130583,63.52328763034247,4035.208071367221,-237.0,213.0,450.0,12.0,-0.11512819282917286,0.15036601011829198,64.49887750128713,404,O,Healthy (Eyes Closed)
5.906028801562119,91.43230792322318,8359.866932167099,-287.0,285.0,572.0,4.0,0.004895579787301541,-0.28057804397219055,91.62285800154882,539,O,Healthy (Eyes Closed)
-17.790090309982915,49.32734124702061,2433.1865945000213,-226.0,132.0,358.0,-15.0,-0.33330004790059464,0.5843441332445183,52.43733314860099,258,N,Interictal (Hippocampus)
-0.0976324139614352,66.82581291622776,4465.689271914674,-277.0,251.0,528.0,1.0,-0.04389753385842566,0.8021406346917002,66.825884236596,265,N,Interictal (Hippocampus)
-14.713204783988283,45.73320988740154,2091.526486605122,-198.0,128.0,326.0,-13.0,-0.19035472215963756,0.5716381522529539,48.041699403962575,304,N,Interictal (Hippocampus)
27.979985355137906,46.32282209045557,2145.8038464239985,-116.0,244.0,360.0,29.0,0.10858135821409186,0.6368071590090949,54.117311711667,242,N,Interictal (Hippocampus)
8.336343666097145,125.02037375426404,15630.093853655875,-374.0,623.0,997.0,-3.0,0.44746315163918604,0.6032415999893521,125.29799870458886,411,N,Interictal (Hippocampus)
12.091286307053942,55.578893386089035,3089.0133900222513,-247.0,201.0,448.0,14.0,-0.3481841003853402,1.2585521185398605,56.87892926718471,245,N,Interictal (Hippocampus)
-4.089333658774713,47.728064066710154,2277.968099555989,-181.0,196.0,377.0,-7.0,0.18259926732679269,0.3364762154427581,47.90293048790207,234,N,Interictal (Hippocampus)
-37.86014156700024,38.705016678897266,1498.0783161137153,-220.0,59.0,279.0,-37.0,-0.46772698849773553,0.7984067224201885,54.14303866229725,168,N,Interictal (Hippocampus)
27.88308518428118,63.037042931116744,3973.6687814994557,-217.0,280.0,497.0,25.0,0.1625718743186871,0.6240269931726932,68.92847902640342,293,N,Interictal (Hippocampus)
-7.31022699536246,35.941022057105876,1291.757066509371,-138.0,129.0,267.0,-6.0,-0.13537456755941346,0.7564209438449883,36.67692033463411,326,N,Interictal (Hippocampus)
28.570417378569687,28.62507053383784,819.3946630671912,-64.0,123.0,187.0,29.0,0.0836471667718495,-0.18072031920125964,40.443335820044176,227,F,Interictal (Cortex)
31.778374420307543,133.47572179796714,17815.76830948832,-269.0,893.0,1162.0,26.0,2.184076080531281,8.93430826413078,137.20653552322344,114,F,Interictal (Cortex)
-25.015865267268733,71.95809056217087,5177.966797353583,-253.0,181.0,434.0,-27.0,0.04984613338982067,-0.25497430735385773,76.18241471903949,237,F,Interictal (Cortex)
-35.25213570905541,37.80157249426841,1428.9588830394302,-177.0,76.0,253.0,-35.0,-0.14066049530938735,0.3333998165038823,51.688218726215446,184,F,Interictal (Cortex)
-15.550646814742494,84.28527598177443,7104.007747323882,-401.0,295.0,696.0,-25.0,0.3154616536319146,0.9611821233312301,85.70781973472866,262,F,Interictal (Cortex)
-33.69123749084696,22.86761048579896,522.9276093302226,-114.0,45.0,159.0,-34.0,-0.08668033643854081,0.0735681382360096,40.71887882782229,122,F,Interictal (Cortex)
-27.657310226995364,38.71827632452503,1499.1049215422754,-180.0,131.0,311.0,-28.0,0.09229450001014637,0.9059208471237952,47.58184244577481,344,F,Interictal (Cortex)
-17.464486209421526,103.7131790120796,10756.42350079167,-275.0,752.0,1027.0,-21.0,2.360301388534201,10.857055326220085,105.1733415811761,228,F,Interictal (Cortex)
-6.316817183304857,440.0174760689693,193615.37924610596,-569.0,2047.0,2616.0,-146.0,2.883260080458455,8.971257409842776,440.06281531780576,66,F,Interictal (Cortex)
26.902855748108372,138.8885405171625,19290.026686987494,-250.0,928.0,1178.0,23.0,2.2148309945968285,8.896878700411936,141.47010403046653,130,F,Interictal (Cortex)
47.10007322431047,478.4848470257834,228947.7488332873,-1765.0,1027.0,2792.0,187.0,-1.347758230265331,1.4925174634834129,480.79742691805524,321,S,Ictal (Seizure)
37.57188186477911,505.0609296034094,255086.5426118601,-1816.0,1364.0,3180.0,116.0,-0.6740339141930839,0.2700360283683856,506.4565024942626,472,S,Ictal (Seizure)
30.493531852575053,374.0771719227475,139933.7305537208,-1283.0,1435.0,2718.0,83.0,-0.4681302476837636,0.7401086609475929,375.317979903128,445,S,Ictal (Seizure)
7.087136929460581,159.83307430172604,25546.611640741074,-399.0,467.0,866.0,10.0,0.046879961253473476,-0.691801021846806,159.99012204069976,348,S,Ictal (Seizure)
12.870392970466195,332.4554178779672,110526.6048764138,-1026.0,727.0,1753.0,83.0,-0.4727566126078412,-0.7030730044642755,332.70445126512516,270,S,Ictal (Seizure)
-5.800829875518672,126.2200826711384,15931.509269509013,-451.0,352.0,803.0,-16.0,0.24369780411155645,-0.30022742766417476,126.35330979738411,346,S,Ictal (Seizure)
9.450085428362216,248.48182919323602,61743.219439216526,-1430.0,1129.0,2559.0,39.0,-0.7058223212908012,2.9898856853875575,248.66146374904952,248,S,Ictal (Seizure)
-50.364901147180866,404.89660687443325,163941.26225842934,-885.0,820.0,1705.0,-85.0,0.2605398194807477,-0.8363276107634219,408.017016221131,310,S,Ictal (Seizure)
-33.47156455943373,332.2621560323778,110398.14033128417,-800.0,1219.0,2019.0,-112.0,0.8239357974915648,0.21187891805589443,333.9438365434231,316,S,Ictal (Seizure)
-17.420063461069073,547.4879339764825,299743.03784983733,-1885.0,1565.0,3450.0,58.0,-0.7589579000605426,0.8814619471145124,547.7650011280613,563,S,Ictal (Seizure)
